Header Information
Instrument serial number:LSA2BBS
Probe serial number:"FP101105"
Probe temperature:22.4111938476563
Date:2024-01-25

Btotal,Bx,By,Bz
0.00103609690043803,-0.0005781365056,0.000335311887979508,0.000791720219373703
0.00103631772763795,-0.000578540293455124,0.000335185145139694,0.000791767945766449
0.00104000081265836,-0.000567305660486221,0.0003386885544,0.000803153809070587
0.0011086063179371,-0.00030008104455471,0.000431548141241074,0.000976076603889465
0.00112281675682625,-5.4777363454923e-07,0.000562166213035584,0.0009719497509
0.00106677035492184,0.000317628973245621,0.000757448027133942,0.000680722639322281
0.00102880547111176,0.000434147935152054,0.000870988512992859,0.000333669414281845
0.00102853917981914,0.000446555989742279,0.000926492803573609,-9.57483026641421e-06
0.0010466735816642,0.000393400960564613,0.000927409200668335,-0.000284030711889267
0.00106234014405413,0.000317078340649605,0.000894135392665863,-0.000478068830966949
0.00106928481168978,0.000241613060832024,0.000847355443477631,-0.000605790301799774
0.00107001167852902,0.000178450130343437,0.00080199272274971,-0.0006854839282
0.00106641117886507,0.00012984850949049,0.000763542524337769,-0.00073305864739418
0.00105803466319226,9.1004696816206e-05,0.000726819643735885,-0.000763471478939056
0.00104786839508768,8.02607052326202e-05,0.000706922320365906,-0.000769316076517105
0.0010313672903,8.28913982510567e-05,0.000687001501083374,-0.0007647721498
0.00100571481784478,9.56429962217808e-05,0.000662029040575027,-0.000751020812988281
0.000969795947332577,0.0001141764748,0.000628293075561523,-0.000729873772144318
0.000924126047093157,0.000134340497195721,0.000586009105920792,-0.00070182256269455
0.0008705690457,0.000151348807156086,0.000535284715652466,-0.000669667286872864
0.000811523992058654,0.000163523651123047,0.000480347001791,-0.000633322953224182
0.000749709663458215,0.0001695873236,0.000424121505022049,-0.000594496146440506
0.000688427394067877,0.000169323239386082,0.000370599808573723,-0.000554903324365616
0.00060912659416524,0.000162491823971272,0.000304903749585152,-0.000501662554264069
0.000554085250117057,0.000153261874675751,0.000262372525930405,-0.000463337803125381
0.000503247996314835,0.000142918613374233,0.000225086480498314,-0.000426812478780746
0.000456996335171796,0.0001309899981,0.000193098209142685,-0.000392938102483749
0.000415251543457082,0.000118916349291802,0.00016591863411665,-0.000361612711429596
0.000377463684840284,0.000107320476591587,0.00014261307489872,-0.000332599848985672
0.000343334252131386,9.64516795575619e-05,0.000122317000329494,-0.000305964105129242
0.00111529015657035,-0.000623145458698273,0.000262190191149712,0.000887027719020844
0.00111534671009043,-0.0006230988240242,0.000262089447855949,0.000887161349773407
0.00112126344349794,-0.00058592978477478,0.000263938637971878,0.000918833168983459
0.0011503211055,-0.000337724650382996,0.000296295796513557,0.00105895680141449
0.00113713004663895,-8.49957597255707e-05,0.000396794802069664,0.00106225907802582
0.0010894596036,0.000138696368992329,0.000560037552595139,0.000924144731521606
0.00104199834588081,0.000301332775115967,0.0007453355019,0.000662898258447647
0.00103643505048129,0.000383490419626236,0.000903236423015595,0.00033361156463623
0.00107744725968726,0.000392650527358055,0.00100334660434723,3.70841177878901e-06
0.00115674372367847,0.000336146752953529,0.00104530585193634,-0.000363864093661308
0.00120744269181153,0.0002727294985,0.00103127366256714,-0.000565695242643356
0.00124335580397431,0.000209230110287666,0.000999731405735016,-0.000709008838176727
0.00126720031845938,0.00015411179715395,0.0009673832879,-0.000803875472545624
0.0012819065021,0.000114562794148922,0.0009426493535,-0.00086114565706253
0.0012857456433,9.55822273790836e-05,0.00092446222114563,-0.000888468062877655
0.00127781164585652,9.75169797837734e-05,0.000906409859180451,-0.000895384949684143
0.00125321443467156,0.000116580437362194,0.0008790433197,-0.000885572279930115
0.00119263653452979,0.000156831493020058,0.000818058770656586,-0.000853560562610626
0.00112910033487479,0.000187534788310528,0.00075456106376648,-0.000818740417
0.00105361633618189,0.0002115543394,0.000678811753511429,-0.0007775389049
0.000970910203,0.000226281061291695,0.000597545717477799,-0.0007310284667
0.00088635559009248,0.000230561659455299,0.000517308073282242,-0.000681806358575821
0.000802795093847746,0.000225570969462395,0.000442074710845947,-0.000631005269765854
0.00072315221961057,0.000214916642546654,0.000374073650479317,-0.000580369600772858
0.000649619922811112,0.000200038485527039,0.000315415253162384,-0.000531510927915573
0.000562245882893202,0.000177245357036591,0.000251217844128609,-0.000470737836837769
0.000504564111069515,0.000160196213841438,0.000211637940049171,-0.00042910546207428
0.00045395389549904,0.000143502697110176,0.000179031654894352,-0.000391699861764908
0.000409310619552722,0.00012773872667551,0.000151576613128185,-0.000358109663844109
0.000370327026875698,0.00011345444214344,0.000128935579061508,-0.000328094213366509
0.00109397667851861,-0.000592686373710632,9.93994311690331e-05,0.000914126680850982
0.00109395892109284,-0.000592764017343521,9.93039011359215e-05,0.000914065465927124
0.00109355433529288,-0.000588637102127075,9.82868759930134e-05,0.000916355354785919
0.00106135007416051,-0.000345393149971962,6.61195828318596e-05,0.00100139690065384
0.00103602676984432,-0.000183263006329536,0.000141855352699757,0.0010097738347
0.000988913475122619,6.80029309988022e-05,0.000463572868347168,0.000870876373767853
0.000995874588497006,0.000221342930674553,0.000782404190063477,0.000574993205547333
0.00106157422176583,0.000284687099933624,0.000984486803531647,0.000276909402370453
0.00116905962327109,0.000302307252645493,0.00112852076244354,-4.185231767199e-05
0.00128960402236202,0.000284545899033547,0.00121031177902222,-0.00034242891728878
0.00140081159491071,0.000242613191127777,0.00124208684921265,-0.000600526621341705
0.00149347117118126,0.0001880014612,0.00124599402809143,-0.00080162988448143
0.00158284434655728,0.000121960210025311,0.00124476974821091,-0.000970087731361389
0.00162108951375692,0.00010095071169734,0.0012464755764,-0.00103152256536484
0.0016302293183,0.000113088048160076,0.00123915116214752,-0.0010532630825
0.00160652760375867,0.000152190846085548,0.00120797481441498,-0.0010481248664856
0.00154912845058201,0.000205096843779087,0.00114525460624695,-0.00102280307388306
0.00146228322739841,0.000257796376466751,0.00105195870828629,-0.000982443963527679
0.00135434389898306,0.000298212778091431,0.000935774906635285,-0.000932545902252197
0.00119410153725215,0.000323376035928726,0.000769293118953705,-0.000854104512214661
0.00107193461735306,0.000322308253765106,0.000648932324171066,-0.000789967120885849
0.000954808173686603,0.00030849867606163,0.0005400397458,-0.000724461378097534
0.000846728456931522,0.000285914154887199,0.000445895219564438,-0.00066059036397934
0.000748747590656458,0.000259398268222809,0.000366891844630242,-0.0005989372816
0.00066183974412809,0.000232347108721733,0.000301953758358955,-0.000541175198793411
0.000586338957973843,0.0002058807469,0.000249800335049629,-0.000488882689714432
0.000521197838657631,0.00018188426399231,0.000207391019880772,-0.000442215181112289
0.00046510394437273,0.00015989853477478,0.000172941933631897,-0.000401055139899254
0.000402671192751113,0.000134462476074696,0.000137743964195251,-0.000353681399464607
0.0003628487585864,0.000117365609288216,0.000116471924126148,-0.00032298425078392
0.000956231917494861,-0.000513228754281998,-4.13733476549387e-05,0.000805769180297851
0.0009565075746,-0.000513288036346436,-4.14741138666868e-05,0.000806053366661072
0.000948263549360585,-0.000500360566139221,-4.67696125954389e-05,0.000804149032354355
0.000852515481056668,-0.000358644150972366,-0.000111685392737389,0.000765299543619156
0.000818103863776593,-0.000290853162527084,-0.000103897917538881,0.000757564249753952
0.000827439774446964,-0.000234634516596794,8.82518066873308e-06,0.000793426329374314
0.000854645941429185,-0.000117900455743074,0.000303576232790947,0.000790164943933487
0.000898671529950181,-1.13664485426852e-05,0.000582064641714096,0.000684603590011597
0.000991374237211877,8.40318274199963e-05,0.000863275764465332,0.000480121322870254
0.00114062247907902,0.000152957415163517,0.001112676445961,0.000198934148728848
0.00132970487575904,0.000189995443224907,0.00130972114229202,-0.00012902448451519
0.00153476777367242,0.000191827239215374,0.0014484136428833,-0.000469906744480133
0.00173441184863636,0.000157297611892223,0.0015421512804,-0.000777953308582306
0.00195120889379508,9.34446778893471e-05,0.00163463253593445,-0.00106134853458405
0.00205580616196851,7.91877738237381e-05,0.00168895991897583,-0.00116939414405823
0.00210139376497667,0.000116769548892975,0.00171200052833557,-0.00121296117782593
0.00208296587149306,0.000195596755027771,0.0016808514995575,-0.00121458921766281
0.00200251946157011,0.000291885107755661,0.0015850560851,-0.00118847990512848
0.0018713991677823,0.000379245188951492,0.00143328269147873,-0.0011419319849
0.00170765938833692,0.000437517282247543,0.0012463149137497,-0.00108230233764648
0.00152871912562061,0.000462295078277588,0.00105005031108856,-0.00101027707576752
0.00129299179607085,0.000449672872066498,0.000807207078456879,-0.000904454988
0.00113133647504618,0.000418304186344147,0.000653172945261002,-0.000823595125675201
0.000985792956375249,0.0003773937385,0.000524730877876282,-0.000744324676990509
0.000858617349727497,0.000333495826482773,0.000421738540410996,-0.000669433260679245
0.000749079377544761,0.000291620782017708,0.000340004198789597,-0.000600395184993744
0.000655034829049425,0.00025341729927063,0.000275663399338722,-0.000537456965684891
0.000575272351274617,0.000218996568441391,0.00022493040907383,-0.000482063369512558
0.000508604327332293,0.000189890399575233,0.000185491326510906,-0.000433835182666779
0.000445075810091085,0.0001611260792,0.000150434300422668,-0.000386652795910835
0.000775079281165326,-0.000424662305593491,-9.9871251553297e-05,0.000640652441978455
0.0007749540801,-0.000424679762363434,-9.98038795590401e-05,0.000640499891757965
0.000749444200269109,-0.00040365785574913,-0.000107479328066111,0.000622233990430832
0.000575253088,-0.000300119075894356,-0.000171963013231754,0.000459644838571548
0.000542804610191121,-0.000320116665482521,-0.000198705437839031,0.000390740725159645
0.000598981486641935,-0.000366543711185455,-0.000145688378751278,0.00045077646946907
0.000676371932263449,-0.00036730307161808,3.03187083913945e-05,0.00056714038848877
0.000771869177652058,-0.00029280893945694,0.000354601645588875,0.000619921467065811
0.0008924189529,-0.000201323810338974,0.0006781920433,0.000543999874353409
