Header Information
Instrument serial number:LSA2BBS
Probe serial number:"FP101105"
Probe temperature:21.674898147583
Date:2024-01-25

Btotal,Bx,By,Bz
0.000881031151581577,-0.000671980618357658,0.000203447642117739,0.000532228330254555
0.00103104859468249,-0.000521314135789871,0.000307509325921536,0.000834704013943673
0.00105182242362064,-0.00054036915409565,0.0003070759319,0.000848549326896668
0.00107216716472055,-0.000485014754772186,0.000324864429354668,0.000899314305067062
0.00115019781678645,-0.000197471208646894,0.000424606120824814,0.0010505568912
0.00114392104265212,0.000193221847385168,0.000599212616086006,0.000955073248624802
0.00108084978901564,0.000404609967410565,0.000727078171014786,0.00068984373152256
0.00101490403293957,0.000503382884740829,0.000809821516036987,0.000347598877429962
0.000971966565398326,0.00050446550488472,0.0008302749989,2.96139296580295e-05
0.000939415368465771,0.000449396162033081,0.000797523214221001,-0.000210952712327242
0.000905255700359756,0.000377744491577149,0.000733620374798775,-0.00037228769493103
0.000866438626695839,0.000308207282781601,0.000657992501139641,-0.000471985204339027
0.000825598316217536,0.000248203494846821,0.000583171022295952,-0.000529073873519898
0.00077455417522496,0.000184598004162312,0.000496800568819046,-0.0005648424046
0.000741041232094448,0.000148767654836178,0.000445815634250641,-0.000572938664078713
0.000712241577473711,0.000122971914440393,0.000405890500068665,-0.000572205273389816
0.000686080121950627,0.000105445016726851,0.000374777186870575,-0.0005649153409
0.000660777345030253,9.48717299997807e-05,0.000348653874695301,-0.000553232799291611
0.000635195947,9.00857116878033e-05,0.000325473896086216,-0.0005379825263
0.000607742432036503,8.92687370181084e-05,0.000302208057641983,-0.000519665513753891
0.000568976854548019,9.00545281618834e-05,0.000270778917074203,-0.000492243457078934
0.000537351993628214,9.1326900601387e-05,0.0002461013351,-0.000468871725678444
0.000505109780653467,9.16414729803801e-05,0.00022186253631115,-0.000444426311016083
0.000472264773912134,9.04363343715668e-05,0.000198180302411318,-0.000419022498011589
0.000439455301053323,8.80921198427677e-05,0.000175802303254604,-0.000393006730496883
0.0004075107802158,8.44961885213852e-05,0.000155346589267254,-0.000367141481339932
0.000376877828291848,7.96929892897606e-05,0.000136273773610592,-0.0003422212494
0.000347580809919743,7.40858658701182e-05,0.000119227896481752,-0.000317975490570068
0.000311713578818022,6.63736245930195e-05,9.91390624344349e-05,-0.000287978026032448
0.000286855186150757,5.98462708741427e-05,8.59901865571737e-05,-0.000267039340734482
0.000236147078,4.93348817154765e-05,5.70905395150185e-05,-0.000223768143832684
0.000236199135715874,4.95815503448248e-05,5.71287574917078e-05,-0.000223758813560009
0.000237016089116414,4.96104868799448e-05,5.75028165727854e-05,-0.0002245191577
0.00025500898098178,5.52078359648585e-05,6.48183071017265e-05,-0.000240375253081322
0.000278034487365463,6.23023997843266e-05,7.51834847480059e-05,-0.000260324856221676
0.0003036458278973,6.99559301584959e-05,8.76614141464233e-05,-0.0002821744728
0.000341911449425617,8.03922092616558e-05,0.000107624027714133,-0.000314416285514831
0.000374421981384438,8.82689880728722e-05,0.000125907211482525,-0.00034139094889164
0.000409730065435512,9.60998589843511e-05,0.000146005302220583,-0.000370575222253799
0.0004480249604,0.0001032328398,0.000169277485758066,-0.00040176420789957
0.000488450159181813,0.000109482341259718,0.000194916332364082,-0.000434286539435387
0.00053059371283816,0.000114096195876598,0.000223677691817284,-0.000467418480992317
0.000573374307457586,0.000116754318088293,0.000254442367255688,-0.000500385458827019
0.000615599367381173,0.00011765309715271,0.0002864644984,-0.000532032349586487
0.000669182007099485,0.000116046211957932,0.0003296964178,-0.000570647095322609
0.000706444362460639,0.000113866018384695,0.000360754192233086,-0.000596619292259216
0.000740739734338893,0.000112954085946083,0.000390393112719059,-0.000619297946095467
0.000772110939474101,0.00011594738727808,0.000419350801348686,-0.0006378529702425
0.000801242156376693,0.000126787029832602,0.000449884317398071,-0.000650782715797424
0.000828668486831267,0.000147278160691261,0.000484785878896713,-0.000655731085181236
0.0008568680396,0.0001796363275,0.000529322136759758,-0.000649439529657364
0.000887364778242938,0.000223446943461895,0.000587712514281273,-0.000626164286494255
0.000919763338584377,0.000277265319347382,0.000660156586170197,-0.000577305658578873
0.000960739396246789,0.0003565621978,0.000767455263614655,-0.0004548582251
0.000982550125529665,0.000415506556689739,0.000836548209667206,-0.00030487069952488
0.000994438465940366,0.000464498850941658,0.000874384414196015,-9.27392917096149e-05
0.00100540410552942,0.000486666273474693,0.000860807552337647,0.000181669236570597
0.00103305097567791,0.000456900977611542,0.000781361073970795,0.000497906303524971
0.00108902945722892,0.0003515202195,0.000642138845443725,0.000806273152947426
